1000,0.2664557576581533
2000,0.231982831748399
3000,0.23670302498349352
4000,0.235475170465073
5000,0.23129780589342555
6000,0.2323624860961681
7000,0.22290882788810326
8000,0.2209577365770889
9000,0.21780360841133753
10000,0.21650684294625422
11000,0.21535844870460286
12000,0.21401005472075002
13000,0.21259496174654707
14000,0.21145296030171132
15000,0.21076501758127067
16000,0.21023198472435092
17000,0.20950775133605581
18000,0.2086174267666155
19000,0.20844341143428438
20000,0.20819722798885218
