1000,0.05732169095476297
2000,0.05342918940522915
3000,0.0507830443845281
4000,0.04877729217053229
5000,0.04735467476970923
6000,0.04618876672435508
7000,0.04525095054255333
8000,0.04436691788966703
9000,0.04369036698382537
10000,0.043110542280273556
11000,0.04260170907372623
12000,0.04215054146110164
13000,0.04177232116993483
14000,0.041460043390293085
15000,0.04119929747612059
16000,0.040965417029606446
17000,0.040783620681348366
18000,0.040643866341086174
19000,0.04055360257724198
20000,0.04051065332966775
