1000,0.22835361695641057
2000,0.22707789721370522
3000,0.23207047403150408
4000,0.22668440181709773
5000,0.22316032638475122
6000,0.21410665333538795
7000,0.21112328749557355
8000,0.2087666066532482
9000,0.20751109088961017
10000,0.20621685485105323
11000,0.20530478262179874
12000,0.20420376220167277
13000,0.2033153175374373
14000,0.20266886253656502
15000,0.20170300143225192
16000,0.20104038083714973
17000,0.20027296716923618
18000,0.19969477895443663
19000,0.19944173496601103
20000,0.19924958017702984
