1000,0.06572284438118482
2000,0.060107636769239414
3000,0.05733009073150586
4000,0.05513436381988789
5000,0.05345782758518144
6000,0.05213016277273712
7000,0.05099812335677031
8000,0.04998030346011227
9000,0.04917983315986347
10000,0.04847999043661115
11000,0.04786542708583412
12000,0.0472991574749277
13000,0.04683543136342747
14000,0.04643590947789582
15000,0.046073026137575766
16000,0.045796609208615266
17000,0.04555561948986459
18000,0.04538417914293564
19000,0.045277317876359774
20000,0.045220989063339774
