1000,0.05769141943751366
2000,0.05397723950398786
3000,0.05162053212398142
4000,0.04975823439932242
5000,0.04832388658672235
6000,0.047168489043626506
7000,0.046110437186783475
8000,0.04522430260825169
9000,0.04446123566371231
10000,0.04379510128580777
11000,0.04322085451377954
12000,0.042732088492535306
13000,0.04225134329370449
14000,0.041878009195547516
15000,0.04156944385105632
16000,0.04130248805452825
17000,0.04110815728643493
18000,0.040957176070119436
19000,0.040862984797220836
20000,0.0408132073842684
