1000,0.11340541996110527
2000,0.10268356574779698
3000,0.09672912405975075
4000,0.09269159430442157
5000,0.08963794684958479
6000,0.08713961480345359
7000,0.08505167183019037
8000,0.08325804118701016
9000,0.08173527512062202
10000,0.0804803146822307
11000,0.07938330780719514
12000,0.07842573749130916
13000,0.07778259193680474
14000,0.07710698509405829
15000,0.07662941849066618
16000,0.07613429590804874
17000,0.07580786775622009
18000,0.07552651984156501
19000,0.0753101887215294
20000,0.07518322036229477
