byte,byte-bpe,cangjie-bpe,cangjie-component,character,pinyin-above-bpe,pinyin-after-bpe,subword-bpe,wubi-bpe,wubi-component,repacked-cangjie,repacked-cangjie-component,repacked-pinyin-above,repacked-pinyin-after,repacked-subword,repacked-wubi,repacked-wubi-component,repacked-zhuyin,zhuyin-bpe
3047660,566209,627788,654541,1102033,610545,577869,565865,607980,607023,1525693,1613473,1479715,1359899,1367708,1467813,1467695,1344020,566902
