byte,byte-bpe,cangjie-bpe,cangjie-component,character,pinyin-above-bpe,pinyin-after-bpe,repacked-cangjie,repacked-cangjie-component,repacked-pinyin-above,repacked-pinyin-after,repacked-subword,repacked-wubi,repacked-wubi-component,repacked-zhuyin,subword-bpe,wubi-bpe,wubi-component,zhuyin-bpe
0.1173817469,0.1100792872,0.1150477880,0.1186591923,0.1093064261,0.1182648466,0.1120365401,0.1547849558,0.1646019533,0.1557605362,0.1396583217,0.1422178314,0.1511389906,0.1502872603,0.1397156050,0.1097653564,0.1158515730,0.1154412971,0.1129919350
