1000,0.05935124415028637
2000,0.05464379292042077
3000,0.0521536105750052
4000,0.05037553660764311
5000,0.04896640777194043
6000,0.04781950846420425
7000,0.046890009637240396
8000,0.045997371215111785
9000,0.04531974569060642
10000,0.04473065469194863
11000,0.044195468231614715
12000,0.04375462474520955
13000,0.043365104264647736
14000,0.04302993641224449
15000,0.042739671174023205
16000,0.04252395604606199
17000,0.042323820399741655
18000,0.04218397958782068
19000,0.04209097419548805
20000,0.0420495258857781
