1000,0.10812992106871461
2000,0.09814316239624628
3000,0.09280028553665598
4000,0.08889877818159553
5000,0.08566868132021947
6000,0.0829890874106069
7000,0.08079261831923644
8000,0.07888474139139899
9000,0.0773609999278957
10000,0.07602587207936591
11000,0.07489474412348758
12000,0.07387942183059361
13000,0.07301558609689252
14000,0.07229878017039441
15000,0.07166310433349742
16000,0.07115279816656911
17000,0.07074548114061807
18000,0.07044680886854342
19000,0.07024609374726208
20000,0.07015807692750532
