1000,0.06740270199109324
2000,0.06189459659755352
3000,0.058670812829687335
4000,0.056285580564270715
5000,0.054326760401643366
6000,0.05274325762756759
7000,0.05139127955347681
8000,0.050225599684538276
9000,0.04925759568827863
10000,0.04842732079067986
11000,0.04769854619651739
12000,0.04706967697206675
13000,0.046553671509815375
14000,0.04611756192580608
15000,0.0457287497639377
16000,0.04541866125730678
17000,0.04517501292970129
18000,0.04497329466375192
19000,0.044852086805074326
20000,0.04479956411008556
