1000,0.07291220998927292
2000,0.06670773810722296
3000,0.06320000660359812
4000,0.06067962032514303
5000,0.05864946898446206
6000,0.05707306702431618
7000,0.0557619524630929
8000,0.05456259688767592
9000,0.053638985877061916
10000,0.052829357184728025
11000,0.05209945253498981
12000,0.051478187097249155
13000,0.0509360256964232
14000,0.05046584024172111
15000,0.050078569686877294
16000,0.04976375291693058
17000,0.04949971737661225
18000,0.04928275092999798
19000,0.04915263661677022
20000,0.04909231440800021
